name,price,image,info,type,stocks,brand,color
'Multi-Bit Drivers Set',1655.45,'RES/RES/multiBitDrivers11.jpg',"'Multi-Bit Drivers Set V11 features heat-treated, alloy steel blades for increased durability. A comfort optimized handle is ideal for high and low torque applications. Blades and shafts are coated with a satin-nickel finish to resist corrosion.'",'Multi-Bit Drivers',49,'Steel Grip','Blue'
'Multi-Bit Drivers Set',1479.21,'RES/RES/multiBitDrivers12.jpg',"'Multi-Bit Drivers Set V12 features heat-treated, alloy steel blades for increased durability. A comfort optimized handle is ideal for high and low torque applications. Blades and shafts are coated with a satin-nickel finish to resist corrosion.'",'Multi-Bit Drivers',25,'Ace','Red'
'Multi-Bit Drivers Set',1164.97,'RES/RES/multiBitDrivers13.jpg',"'Multi-Bit Drivers Set V13 features heat-treated, alloy steel blades for increased durability. A comfort optimized handle is ideal for high and low torque applications. Blades and shafts are coated with a satin-nickel finish to resist corrosion.'",'Multi-Bit Drivers',9,'Olympia','Yellow'
'Multi-Bit Drivers Set',1064.83,'RES/RES/multiBitDrivers14.jpg',"'Multi-Bit Drivers Set V14 features heat-treated, alloy steel blades for increased durability. A comfort optimized handle is ideal for high and low torque applications. Blades and shafts are coated with a satin-nickel finish to resist corrosion.'",'Multi-Bit Drivers',34,'Great Neck','Blue'
'Hammer',534.53,'RES/RES/Hammer1.jpg',"'Hammer V1 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',30,'General','Red'
'Hammer',407.11,'RES/RES/Hammer2.jpg',"'Hammer V2 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',13,'Ifixit','Brown'
'Hammer',568.5,'RES/RES/Hammer3.jpg',"'Hammer V3 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',39,'Ace','Blue'
'Hammer',541.37,'RES/RES/Hammer4.jpg',"'Hammer V4 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',11,'Picquic','Brown'
'Hammer',344.3,'RES/RES/Hammer5.jpg',"'Hammer V5 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',36,'Milwaukee','Red'
'Hammer',570.23,'RES/RES/Hammer6.jpg',"'Hammer V6 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',45,'Klein','Black'
'Hammer',445.02,'RES/RES/Hammer7.jpg',"'Hammer V7 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',47,'Irwin','Brown'
'Hammer',598.64,'RES/RES/Hammer8.jpg',"'Hammer V8 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',49,'Great Neck','Yellow'
'Hammer',562.35,'RES/RES/Hammer9.jpg',"'Hammer V9 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',38,'Home Plus','Brown'
'Hammer',348.2,'RES/RES/Hammer10.jpg',"'Hammer V10 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',13,'Craftsman','Red'
'Hammer',550.15,'RES/RES/Hammer11.jpg',"'Hammer V11 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',16,'Olympia','Brown'
'Hammer',445.2,'RES/RES/Hammer12.jpg',"'Hammer V12 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',26,'Best Way','Black'
'Hammer',397.53,'RES/RES/Hammer13.jpg',"'Hammer V13 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',38,'Steel Grip','Red'
'Hammer',525.49,'RES/RES/Hammer14.jpg',"'Hammer V14 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',24,'Stanley','Blue'
'Hammer',339.47,'RES/RES/Hammer15.jpg',"'Hammer V15 is forged in 1-piece solid steel, and fully polished. Balance and temper are unsurpassed. It has a bonded and molded on Shock Reduction Grip that reduces shock up to 70 percent and will not come off.'",'Hammers',2,'Dewalt','Yellow'
'Bar Clamp',707.69,'RES/RES/barClamp1.jpg',"'Bar Clamp V1 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',21,'Home Plus','Yellow'
'Bar Clamp',690.25,'RES/RES/barClamp2.jpg',"'Bar Clamp V2 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',6,'Ace','Blue'
'Bar Clamp',770.05,'RES/RES/barClamp3.jpg',"'Bar Clamp V3 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',32,'Dewalt','Blue'
'Bar Clamp',699.24,'RES/RES/barClamp4.jpg',"'Bar Clamp V4 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',48,'Steel Grip','Yellow'
'Bar Clamp',617.22,'RES/RES/barClamp5.jpg',"'Bar Clamp V5 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',14,'Great Neck','Blue'
'Bar Clamp',682.1,'RES/RES/barClamp6.jpg',"'Bar Clamp V6 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',14,'General','Blue'
'Bar Clamp',638.26,'RES/RES/barClamp7.jpg',"'Bar Clamp V7 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',40,'Picquic','Blue'
'Bar Clamp',674.55,'RES/RES/barClamp8.jpg',"'Bar Clamp V8 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',35,'Olympia','Yellow'
'Bar Clamp',643.82,'RES/RES/barClamp9.jpg',"'Bar Clamp V9 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',32,'Stanley','Blue'
'Bar Clamp',702.52,'RES/RES/barClamp10.jpg',"'Bar Clamp V10 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',42,'Craftsman','Yellow'
'Bar Clamp',619.38,'RES/RES/barClamp11.jpg',"'Bar Clamp V11 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',31,'Klein','Yellow'
'Bar Clamp',785.77,'RES/RES/barClamp12.jpg',"'Bar Clamp V12 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',26,'Best Way','Yellow'
'Bar Clamp',689.02,'RES/RES/barClamp13.jpg',"'Bar Clamp V13 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',28,'Irwin','Yellow'
'Bar Clamp',563.55,'RES/RES/barClamp14.jpg',"'Bar Clamp V14 provides up to 300 lbs. of sustained clamping force that is evenly distributed through locking swivel jaws. It is constructed with an I-beam bar to reduce flexing and bowing, and has a unique pistol grip design and quick-release trigger for onehanded operation. This clamp easily converts to a spreader with a few simple turns of a Quick-Change screw.'",'Bar Clamps',34,'Ifixit','Red'
'Bolt Cutter',279.39,'RES/RES/boltCutter1.jpg',"'Bolt Cutter V1 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',3,'Olympia','Yellow'
'Bolt Cutter',321.46,'RES/RES/boltCutter2.jpg',"'Bolt Cutter V2 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',19,'General','Orange'
'Bolt Cutter',360.9,'RES/RES/boltCutter3.jpg',"'Bolt Cutter V3 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',43,'Craftsman','Orange'
'Bolt Cutter',484.06,'RES/RES/boltCutter4.jpg',"'Bolt Cutter V4 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',16,'Home Plus','Yellow'
'Bolt Cutter',456.81,'RES/RES/boltCutter5.jpg',"'Bolt Cutter V5 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',50,'Klein','Silver'
'Bolt Cutter',371.33,'RES/RES/boltCutter6.jpg',"'Bolt Cutter V6 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',46,'Best Way','Orange'
'Bolt Cutter',250.98,'RES/RES/boltCutter7.jpg',"'Bolt Cutter V7 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',37,'Great Neck','Yellow'
'Bolt Cutter',428.99,'RES/RES/boltCutter8.jpg',"'Bolt Cutter V8 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',6,'Steel Grip','Orange'
'Bolt Cutter',455.92,'RES/RES/boltCutter9.jpg',"'Bolt Cutter V9 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',49,'Ace','Yellow'
'Bolt Cutter',300.7,'RES/RES/boltCutter10.jpg',"'Bolt Cutter V10 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',15,'Dewalt','Red'
'Bolt Cutter',333.83,'RES/RES/boltCutter11.jpg',"'Bolt Cutter V11 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',13,'Picquic','Red'
'Bolt Cutter',376.42,'RES/RES/boltCutter12.jpg',"'Bolt Cutter V12 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',21,'Stanley','Silver'
'Bolt Cutter',409.44,'RES/RES/boltCutter13.jpg',"'Bolt Cutter V13 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',2,'Ifixit','Black'
'Bolt Cutter',342.6,'RES/RES/boltCutter14.jpg',"'Bolt Cutter V14 is suitable to cut any steel bar which hardness is below HRC30, but if used on stainless steel or other materials with higher HRC will shorten lifetime of cutter. Cutter head made by 50CRV with steel forging plus heat treatment.'",'Bolt Cutters',36,'Irwin','Black'
'C Clamp',651.29,'RES/RES/cClamp1.jpg',"'C Clamp V1 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',34,'Great Neck','Silver'
'C Clamp',551.47,'RES/RES/cClamp2.jpg',"'C Clamp V2 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',35,'Best Way','Silver'
'C Clamp',368.63,'RES/RES/cClamp3.jpg',"'C Clamp V3 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',35,'Stanley','Silver'
'C Clamp',366.72,'RES/RES/cClamp4.jpg',"'C Clamp V4 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',18,'Irwin','Black'
'C Clamp',468.63,'RES/RES/cClamp5.jpg',"'C Clamp V5 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',41,'Olympia','Silver'
'C Clamp',569.49,'RES/RES/cClamp6.jpg',"'C Clamp V6 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',27,'Ifixit','Black'
'C Clamp',487.4,'RES/RES/cClamp7.jpg',"'C Clamp V7 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',40,'Craftsman','Silver'
'C Clamp',594.37,'RES/RES/cClamp8.jpg',"'C Clamp V8 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',18,'Klein','Black'
'C Clamp',474.13,'RES/RES/cClamp9.jpg',"'C Clamp V9 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',37,'Steel Grip','Black'
'C Clamp',500.97,'RES/RES/cClamp10.jpg',"'C Clamp V10 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',14,'Home Plus','Blue'
'C Clamp',682.83,'RES/RES/cClamp11.jpg',"'C Clamp V11 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',39,'Dewalt','Black'
'C Clamp',361.57,'RES/RES/cClamp12.jpg',"'C Clamp V12 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',46,'Ace','Silver'
'C Clamp',506.85,'RES/RES/cClamp13.jpg',"'C Clamp V13 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',35,'General','Blue'
'C Clamp',458.09,'RES/RES/cClamp14.jpg',"'C Clamp V14 is strong, comfortable and easy to use for different applications so that you can work faster and more efficiently with less effort. It has a thread thats double-rolled to allow you to clamp objects faster and increase the tools durability. The Irwin quick grip C-Clamp comes with a large swivel pad that allows for more stability and less marring on surfaces and equipment its used with.'",'C Clamps',41,'Picquic','Blue'
'Chisel',694.1,'RES/RES/chisel1.jpg',"'Chisel V1 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',41,'Craftsman','Blue'
'Chisel',747.8,'RES/RES/chisel2.jpg',"'Chisel V2 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',40,'Ace','Black'
'Chisel',212.58,'RES/RES/chisel3.jpg',"'Chisel V3 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',11,'Steel Grip','Blue'
'Chisel',247.84,'RES/RES/chisel4.jpg',"'Chisel V4 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',24,'Dewalt','Black'
'Chisel',494.05,'RES/RES/chisel5.jpg',"'Chisel V5 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',46,'Stanley','Yellow'
'Chisel',424.89,'RES/RES/chisel6.jpg',"'Chisel V6 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',43,'Best Way','Blue'
'Chisel',636.15,'RES/RES/chisel7.jpg',"'Chisel V7 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',44,'Irwin','Yellow'
'Chisel',744.21,'RES/RES/chisel8.jpg',"'Chisel V8 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',9,'General','Yellow'
'Chisel',805.47,'RES/RES/chisel9.jpg',"'Chisel V9 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',14,'Olympia','Black'
'Chisel',647.34,'RES/RES/chisel10.jpg',"'Chisel V10 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',46,'Great Neck','Black'
'Chisel',270.81,'RES/RES/chisel11.jpg',"'Chisel V11 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',35,'Home Plus','Blue'
'Chisel',505.88,'RES/RES/chisel12.jpg',"'Chisel V12 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',38,'Klein','Blue'
'Chisel',690.1,'RES/RES/chisel13.jpg',"'Chisel V13 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',36,'Ifixit','Blue'
'Chisel',387.83,'RES/RES/chisel14.jpg',"'Chisel V14 feature handles that are ergonomically designed for comfortable usage. For durability, they have hardened carbon-steel blades and strike caps.'",'Chisels',37,'Picquic','Yellow'
'Plier',252.17,'RES/RES/plier1.jpg',"'Plier V1 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',20,'Home Plus','Red'
'Plier',255.23,'RES/RES/plier2.jpg',"'Plier V2 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',3,'Ace','Red'
'Plier',420.88,'RES/RES/plier3.jpg',"'Plier V3 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',32,'General','Yellow'
'Plier',404.8,'RES/RES/plier4.jpg',"'Plier V4 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',50,'Stanley','Red'
'Plier',341.92,'RES/RES/plier5.jpg',"'Plier V5 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',7,'Ifixit','Red'
'Plier',414.84,'RES/RES/plier6.jpg',"'Plier V6 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',16,'Craftsman','Blue'
'Plier',303.91,'RES/RES/plier7.jpg',"'Plier V7 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',40,'Best Way','Yellow'
'Plier',294.4,'RES/RES/plier8.jpg',"'Plier V8 feature a revolutionary, forged dual head design for wire stripping and needle nose functionality. A unique reaming design is integrated into the pliers head, allowing you to smooth out rough edges of metal pipe. A curved blade design enables you to achieve clean cuts through larger wire sizes.'",'Pliers',12,'Olympia','Blue'
